Profile,Census_Year,Category,Sub_Category,Sub_Order,Value
Malaysia (country of birth),2016,Personal weekly income - detailed,Negative income,1,72
Malaysia (country of birth),2016,Personal weekly income - detailed,Nil income,2,2146
Malaysia (country of birth),2016,Personal weekly income - detailed,$1 - $149,3,302
Malaysia (country of birth),2016,Personal weekly income - detailed,$150 - $299,4,418
Malaysia (country of birth),2016,Personal weekly income - detailed,$300 - $399,5,597
Malaysia (country of birth),2016,Personal weekly income - detailed,$400 - $499,6,348
Malaysia (country of birth),2016,Personal weekly income - detailed,$500 - $649,7,313
Malaysia (country of birth),2016,Personal weekly income - detailed,$650 - $799,8,249
Malaysia (country of birth),2016,Personal weekly income - detailed,$800 - $999,9,335
Malaysia (country of birth),2016,Personal weekly income - detailed,"$1,000 - $1,249",10,413
Malaysia (country of birth),2016,Personal weekly income - detailed,"$1,250 - $1,499",11,309
Malaysia (country of birth),2016,Personal weekly income - detailed,"$1,500 - $1,749",12,256
Malaysia (country of birth),2016,Personal weekly income - detailed,"$1,750 - $1,999",13,210
Malaysia (country of birth),2016,Personal weekly income - detailed,"$2,000 - $2,999",14,360
Malaysia (country of birth),2016,Personal weekly income - detailed,"$3,000 or more",15,152
Malaysia (country of birth),2016,Personal weekly income - detailed,Not stated,16,79
Malaysia (country of birth),2016,Personal weekly income - detailed,Not applicable,17,67
Malaysia (country of birth),2016,Personal weekly income - overview,Less than $500 (Low),1,3883
Malaysia (country of birth),2016,Personal weekly income - overview,"$500 - $1,749 (Moderate)",2,1875
Malaysia (country of birth),2016,Personal weekly income - overview,"$1,750 or more (High)",3,722
Malaysia (country of birth),2016,Personal weekly income - overview,Not stated,4,79
Malaysia (country of birth),2016,Personal weekly income - overview,Not applicable,5,67
Malaysia (country of birth),2016,Household composition,One family household with only family members present,1,2432
Malaysia (country of birth),2016,Household composition,One family household with non-family members present,2,501
Malaysia (country of birth),2016,Household composition,Two family household,3,82
Malaysia (country of birth),2016,Household composition,Three or more family household,4,0
Malaysia (country of birth),2016,Household composition,Lone person household,5,1384
Malaysia (country of birth),2016,Household composition,Group household,6,1782
Malaysia (country of birth),2016,Household composition,Visitors only,7,47
Malaysia (country of birth),2016,Household composition,Other non-classifiable,8,3
Malaysia (country of birth),2016,Household composition,Not applicable,9,493
Malaysia (country of birth),2016,Household composition,Family household,1,3015
Malaysia (country of birth),2016,Household composition,Lone person household,2,1384
Malaysia (country of birth),2016,Household composition,Group household,3,1782
Malaysia (country of birth),2016,Household composition,Visitors only,4,47
Malaysia (country of birth),2016,Household composition,Other non-classifiable,5,3
Malaysia (country of birth),2016,Household composition,Not applicable,6,493
Malaysia (country of birth),2016,Housing type,Separate house,1,35
Malaysia (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with one storey",2,56
Malaysia (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with two or more storeys",3,356
Malaysia (country of birth),2016,Housing type,Flat or apartment in a one or two storey block,4,101
Malaysia (country of birth),2016,Housing type,Flat or apartment in a three storey block,5,333
Malaysia (country of birth),2016,Housing type,Flat or apartment in a four or more storey block,6,5277
Malaysia (country of birth),2016,Housing type,Flat or apartment attached to a house,7,0
Malaysia (country of birth),2016,Housing type,Caravan,8,0
Malaysia (country of birth),2016,Housing type,"Cabin, houseboat",9,0
Malaysia (country of birth),2016,Housing type,"Improvised home, tent, sleepers out",10,0
Malaysia (country of birth),2016,Housing type,"House or flat attached to a shop, office, etc.",11,7
Malaysia (country of birth),2016,Housing type,Not stated,12,55
Malaysia (country of birth),2016,Housing type,Not applicable,13,493
Malaysia (country of birth),2016,Housing tenure,Owned outright,1,1126
Malaysia (country of birth),2016,Housing tenure,Owned with a mortgage,2,982
Malaysia (country of birth),2016,Housing tenure,Being purchased under a shared equity scheme,3,14
Malaysia (country of birth),2016,Housing tenure,Rented,4,3703
Malaysia (country of birth),2016,Housing tenure,Being occupied rent-free,5,169
Malaysia (country of birth),2016,Housing tenure,Being occupied under a life tenure scheme,6,30
Malaysia (country of birth),2016,Housing tenure,Other tenure type,7,22
Malaysia (country of birth),2016,Housing tenure,Not stated,8,183
Malaysia (country of birth),2016,Housing tenure,Not applicable,9,493
India (country of birth),2016,Age,0-4 years,1,314
India (country of birth),2016,Age,5-14 years,2,184
India (country of birth),2016,Age,15-19 years,3,105
India (country of birth),2016,Age,20-24 years,4,649
India (country of birth),2016,Age,25-29 years,5,1842
India (country of birth),2016,Age,30-34 years,6,1867
India (country of birth),2016,Age,35-39 years,7,641
India (country of birth),2016,Age,40-44 years,8,184
India (country of birth),2016,Age,45-49 years,9,73
India (country of birth),2016,Age,50-54 years,10,55
India (country of birth),2016,Age,55-59 years,11,50
India (country of birth),2016,Age,60-64 years,12,39
India (country of birth),2016,Age,65+ years,13,78
India (country of birth),2016,Proficiency in English,Speaks English only,1,899
India (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Very well,2,3951
India (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Well,3,978
India (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not well,4,140
India (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not at all,5,70
India (country of birth),2016,Proficiency in English,Not stated - both language (LANP) and proficiency (ENGP) not stated,6,5
India (country of birth),2016,Proficiency in English,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",7,21
India (country of birth),2016,Educational institution attendance,Preschool,1,83
India (country of birth),2016,Educational institution attendance,Infants/Primary,2,146
India (country of birth),2016,Educational institution attendance,Secondary,3,22
India (country of birth),2016,Educational institution attendance,Technical or Further Educational Institution (including TAFE Colleges),4,35
India (country of birth),2016,Educational institution attendance,University or other Tertiary Institution,5,925
India (country of birth),2016,Educational institution attendance,Other,6,64
India (country of birth),2016,Educational institution attendance,Not stated,7,42
India (country of birth),2016,Educational institution attendance,Not applicable,8,4753
India (country of birth),2016,Level of education,Postgraduate Degree Level,1,1568
India (country of birth),2016,Level of education,Graduate Diploma and Graduate Certificate Level,2,142
India (country of birth),2016,Level of education,Bachelor Degree Level,3,3043
India (country of birth),2016,Level of education,Advanced Diploma and Diploma Level,4,130
India (country of birth),2016,Level of education,Certificate Level,5,39
India (country of birth),2016,Level of education,Level of education inadequately described,6,88
India (country of birth),2016,Level of education,Level of education not stated,7,58
India (country of birth),2016,Level of education,Not applicable,8,1002
India (country of birth),2016,Religious affiliation,Buddhism,6,17
India (country of birth),2016,Religious affiliation,Christianity,2,511
India (country of birth),2016,Religious affiliation,Hinduism,1,4547
India (country of birth),2016,Religious affiliation,Islam,5,190
India (country of birth),2016,Religious affiliation,Judaism,7,3
India (country of birth),2016,Religious affiliation,Other Religions,4,254
India (country of birth),2016,Religious affiliation,Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation,3,332
India (country of birth),2016,Religious affiliation,Inadequately described,8,8
India (country of birth),2016,Religious affiliation,Not stated,9,214
India (country of birth),2016,Year of arrival,Before 2000,1,277
India (country of birth),2016,Year of arrival,2000-2005,2,291
India (country of birth),2016,Year of arrival,2006-2010,3,842
India (country of birth),2016,Year of arrival,2011-2015,4,3385
India (country of birth),2016,Year of arrival,Arrived 2016,5,1073
India (country of birth),2016,Need for assistance with core activities,Has need for assistance with core activities,1,24
India (country of birth),2016,Need for assistance with core activities,Does not have need for assistance with core activities,2,5983
India (country of birth),2016,Need for assistance with core activities,Not stated,3,65
India (country of birth),2016,Providing paid assistance,No unpaid assistance provided,1,5245
India (country of birth),2016,Providing paid assistance,Provided unpaid assistance,2,240
India (country of birth),2016,Providing paid assistance,Not stated,3,93
India (country of birth),2016,Providing paid assistance,Not applicable,4,500
India (country of birth),2016,Providing child care,Did not provide child care,1,4359
